zipcode,area,city
10110,"Gambir, Gambir",Jakarta Pusat
10120,"Kebon Kelapa, Gambir",Jakarta Pusat
10130,"Petojo Utara, Gambir",Jakarta Pusat
10140,"Duri Pulo, Gambir",Jakarta Pusat
10150,"Cideng, Gambir",Jakarta Pusat
10160,"Petojo Selatan, Gambir",Jakarta Pusat
10210,"Bendungan Hilir, Tanah Abang",Jakarta Pusat
10220,"Karet Tengsin, Tanah Abang",Jakarta Pusat
10230,"Kebon Melati, Tanah Abang",Jakarta Pusat
10240,"Kebon Kacang, Tanah Abang",Jakarta Pusat
10250,"Kampung Bali, Tanah Abang",Jakarta Pusat
10260,"Petamburan, Tanah Abang",Jakarta Pusat
10270,"Gelora, Tanah Abang",Jakarta Pusat
10310,"Menteng, Menteng",Jakarta Pusat
10320,"Pegangsaan, Menteng",Jakarta Pusat
10330,"Cikini, Menteng",Jakarta Pusat
10340,"Kebon Sirih, Menteng",Jakarta Pusat
10350,"Gondangdia, Menteng",Jakarta Pusat
10410,"Senen, Senen",Jakarta Pusat
10420,"Kwitang, Senen",Jakarta Pusat
10430,"Kenari, Senen",Jakarta Pusat
10440,"Paseban, Senen",Jakarta Pusat
10450,"Kramat, Senen",Jakarta Pusat
10460,"Bungur, Senen",Jakarta Pusat
10510,"Cempaka Putih Timur, Cempaka Putih",Jakarta Pusat
10520,"Cempaka Putih Barat, Cempaka Putih",Jakarta Pusat
10530,"Galur, Johar Baru",Jakarta Pusat
10540,"Tanah Tinggi, Johar Baru",Jakarta Pusat
10550,"Kampung Rawa, Johar Baru",Jakarta Pusat
10560,"Johar Baru, Johar Baru",Jakarta Pusat
10570,"Rawasari, Cempaka Putih",Jakarta Pusat
10610,"Gunung Sahari Selatan, Kemayoran",Jakarta Pusat
10620,"Kemayoran, Kemayoran",Jakarta Pusat
10630,"Kebon Kosong, Kemayoran",Jakarta Pusat
10640,"Cempaka Baru, Kemayoran",Jakarta Pusat
10640,"Harapan Mulya, Kemayoran",Jakarta Pusat
10640,"Sumur Batu, Kemayoran",Jakarta Pusat
10650,"Serdang, Kemayoran",Jakarta Pusat
10650,"Utan Panjang, Kemayoran",Jakarta Pusat
10710,"Pasar Baru, Sawah Besar",Jakarta Pusat
10720,"Gunung Sahari Utara, Sawah Besar",Jakarta Pusat
10730,"Mangga Dua Selatan, Sawah Besar",Jakarta Pusat
10740,"Karang Anyar, Sawah Besar",Jakarta Pusat
10750,"Kartini, Sawah Besar",Jakarta Pusat
11110,"Pinangsia, Taman Sari",Jakarta Barat
11120,"Glodok, Taman Sari",Jakarta Barat
11130,"Keagungan, Taman Sari",Jakarta Barat
11140,"Krukut, Taman Sari",Jakarta Barat
11150,"Taman Sari, Taman Sari",Jakarta Barat
11160,"Maphar, Taman Sari",Jakarta Barat
11170,"Tangki, Taman Sari",Jakarta Barat
11180,"Mangga Besar, Taman Sari",Jakarta Barat
11210,"Tanah Sereal, Tambora",Jakarta Barat
11220,"Tambora, Tambora",Jakarta Barat
11230,"Roa Malaka, Tambora",Jakarta Barat
11240,"Pekojan, Tambora",Jakarta Barat
11250,"Jembatan Lima, Tambora",Jakarta Barat
11260,"Krendang, Tambora",Jakarta Barat
11270,"Duri Selatan, Tambora",Jakarta Barat
11270,"Duri Utara, Tambora",Jakarta Barat
11310,"Kali Anyar, Tambora",Jakarta Barat
11320,"Jembatan Besi, Tambora",Jakarta Barat
11330,"Angke, Tambora",Jakarta Barat
11410,"Slipi, Palmerah",Jakarta Barat
11420,"Kota Bambu Selatan, Palmerah",Jakarta Barat
11420,"Kota Bambu Utara, Palmerah",Jakarta Barat
11430,"Jatipulo, Palmerah",Jakarta Barat
11440,"Tomang, Grogol Petamburan",Jakarta Barat
11450,"Grogol, Grogol Petamburan",Jakarta Barat
11460,"Jelambar, Grogol Petamburan",Jakarta Barat
11460,"Jelambar Baru, Grogol Petamburan",Jakarta Barat
11460,"Wijaya Kusuma, Grogol Petamburan",Jakarta Barat
11470,"Tanjung Duren Selatan, Grogol Petamburan",Jakarta Barat
11470,"Tanjung Duren Utara, Grogol Petamburan",Jakarta Barat
11480,"Kemanggisan, Palmerah",Jakarta Barat
11480,"Palmerah, Palmerah",Jakarta Barat
11510,"Duri Kepa, Kebon Jeruk",Jakarta Barat
11520,"Kedoya Selatan, Kebon Jeruk",Jakarta Barat
11520,"Kedoya Utara, Kebon Jeruk",Jakarta Barat
11530,"Kebon Jeruk, Kebon Jeruk",Jakarta Barat
11540,"Sukabumi Utara (Ilir), Kebon Jeruk",Jakarta Barat
11550,"Kelapa Dua, Kebon Jeruk",Jakarta Barat
11560,"Sukabumi Selatan (Udik), Kebon Jeruk",Jakarta Barat
11610,"Kembangan Selatan, Kembangan",Jakarta Barat
11610,"Kembangan Utara, Kembangan",Jakarta Barat
11620,"Meruya Utara (Ilir), Kembangan",Jakarta Barat
11630,"Srengseng, Kembangan",Jakarta Barat
11640,"Joglo, Kembangan",Jakarta Barat
11650,"Meruya Selatan (Udik), Kembangan",Jakarta Barat
11710,"Kedaung Kali Angke, Cengkareng",Jakarta Barat
11720,"Kapuk, Cengkareng",Jakarta Barat
11730,"Cengkareng Barat, Cengkareng",Jakarta Barat
11730,"Cengkareng Timur, Cengkareng",Jakarta Barat
11740,"Rawa Buaya, Cengkareng",Jakarta Barat
11750,"Duri Kosambi, Cengkareng",Jakarta Barat
11810,"Kamal, Kalideres",Jakarta Barat
11820,"Tegal Alur, Kalideres",Jakarta Barat
11830,"Pegadungan, Kalideres",Jakarta Barat
11840,"Kalideres, Kalideres",Jakarta Barat
11850,"Semanan, Kalideres",Jakarta Barat
12110,"Selong, Kebayoran Baru",Jakarta Selatan
12120,"Gunung, Kebayoran Baru",Jakarta Selatan
12130,"Kramat Pela, Kebayoran Baru",Jakarta Selatan
12140,"Gandaria Utara, Kebayoran Baru",Jakarta Selatan
12150,"Cipete Utara, Kebayoran Baru",Jakarta Selatan
12160,"Melawai, Kebayoran Baru",Jakarta Selatan
12160,"Pulo, Kebayoran Baru",Jakarta Selatan
12170,"Petogogan, Kebayoran Baru",Jakarta Selatan
12180,"Rawa Barat, Kebayoran Baru",Jakarta Selatan
12190,"Senayan, Kebayoran Baru",Jakarta Selatan
12210,"Grogol Utara, Kebayoran Lama",Jakarta Selatan
12220,"Grogol Selatan, Kebayoran Lama",Jakarta Selatan
12230,"Cipulir, Kebayoran Lama",Jakarta Selatan
12240,"Kebayoran Lama Selatan, Kebayoran Lama",Jakarta Selatan
12240,"Kebayoran Lama Utara, Kebayoran Lama",Jakarta Selatan
12250,"Ulujami, Pesanggrahan",Jakarta Selatan
12260,"Petukangan Utara, Pesanggrahan",Jakarta Selatan
12270,"Petukangan Selatan, Pesanggrahan",Jakarta Selatan
12310,"Pondok Pinang, Kebayoran Lama",Jakarta Selatan
12320,"Pesanggrahan, Pesanggrahan",Jakarta Selatan
12330,"Bintaro, Pesanggrahan",Jakarta Selatan
12410,"Cipete Selatan, Cilandak",Jakarta Selatan
12420,"Gandaria Selatan, Cilandak",Jakarta Selatan
12430,"Cilandak Barat, Cilandak",Jakarta Selatan
12440,"Lebak Bulus, Cilandak",Jakarta Selatan
12450,"Pondok Labu, Cilandak",Jakarta Selatan
12510,"Pejaten Barat, Pasar Minggu",Jakarta Selatan
12510,"Pejaten Timur, Pasar Minggu",Jakarta Selatan
12520,"Kebagusan, Pasar Minggu",Jakarta Selatan
12520,"Pasar Minggu, Pasar Minggu",Jakarta Selatan
12530,"Tanjung Barat, Jagakarsa",Jakarta Selatan
12540,"Jati Padang, Pasar Minggu",Jakarta Selatan
12550,"Ragunan, Pasar Minggu",Jakarta Selatan
12560,"Cilandak Timur, Pasar Minggu",Jakarta Selatan
12620,"Jagakarsa, Jagakarsa",Jakarta Selatan
12630,"Ciganjur, Jagakarsa",Jakarta Selatan
12630,"Cipedak, Jagakarsa",Jakarta Selatan
12630,"Lenteng Agung, Jagakarsa",Jakarta Selatan
12640,"Srengseng Sawah, Jagakarsa",Jakarta Selatan
12710,"Kuningan Barat, Mampang Prapatan",Jakarta Selatan
12720,"Pela Mampang, Mampang Prapatan",Jakarta Selatan
12730,"Bangka, Mampang Prapatan",Jakarta Selatan
12740,"Kalibata, Pancoran",Jakarta Selatan
12750,"Rawa Jati, Pancoran",Jakarta Selatan
12760,"Duren Tiga, Pancoran",Jakarta Selatan
12770,"Cikoko, Pancoran",Jakarta Selatan
12770,"Pengadegan, Pancoran",Jakarta Selatan
12780,"Pancoran, Pancoran",Jakarta Selatan
12790,"Mampang Prapatan, Mampang Prapatan",Jakarta Selatan
12790,"Tegal Parang, Mampang Prapatan",Jakarta Selatan
12810,"Tebet Barat, Tebet",Jakarta Selatan
12820,"Tebet Timur, Tebet",Jakarta Selatan
12830,"Kebon Baru, Tebet",Jakarta Selatan
12840,"Bukit Duri, Tebet",Jakarta Selatan
12850,"Manggarai, Tebet",Jakarta Selatan
12860,"Manggarai Selatan, Tebet",Jakarta Selatan
12870,"Menteng Dalam, Tebet",Jakarta Selatan
12910,"Setiabudi, Setia Budi",Jakarta Selatan
12920,"Karet, Setia Budi",Jakarta Selatan
12930,"Karet Semanggi, Setia Budi",Jakarta Selatan
12940,"Karet Kuningan, Setia Budi",Jakarta Selatan
12950,"Kuningan Timur, Setia Budi",Jakarta Selatan
12960,"Menteng Atas, Setia Budi",Jakarta Selatan
12970,"Pasar Manggis, Setia Budi",Jakarta Selatan
12980,"Guntur, Setia Budi",Jakarta Selatan
13110,"Pisangan Baru, Matraman",Jakarta Timur
13120,"Utan Kayu Selatan, Matraman",Jakarta Timur
13120,"Utan Kayu Utara, Matraman",Jakarta Timur
13130,"Kayu Manis, Matraman",Jakarta Timur
13140,"Pal Meriam, Matraman",Jakarta Timur
13150,"Kebon Manggis, Matraman",Jakarta Timur
13210,"Kayu Putih, Pulo Gadung",Jakarta Timur
13220,"Jati, Pulo Gadung",Jakarta Timur
13220,"Rawamangun, Pulo Gadung",Jakarta Timur
13230,"Pisangan Timur, Pulo Gadung",Jakarta Timur
13240,"Cipinang, Pulo Gadung",Jakarta Timur
13250,"Jatinegara Kaum, Pulo Gadung",Jakarta Timur
13260,"Pulo Gadung, Pulo Gadung",Jakarta Timur
13310,"Bali Mester, Jatinegara",Jakarta Timur
13320,"Kampung Melayu, Jatinegara",Jakarta Timur
13330,"Bidaracina, Jatinegara",Jakarta Timur
13340,"Cipinang Cempedak, Jatinegara",Jakarta Timur
13350,"Rawa Bunga, Jatinegara",Jakarta Timur
13410,"Cipinang Besar Selatan, Jatinegara",Jakarta Timur
13410,"Cipinang Besar Utara, Jatinegara",Jakarta Timur
13420,"Cipinang Muara, Jatinegara",Jakarta Timur
13430,"Pondok Bambu, Duren Sawit",Jakarta Timur
13440,"Duren Sawit, Duren Sawit",Jakarta Timur
13450,"Pondok Kelapa, Duren Sawit",Jakarta Timur
13460,"Malaka Jaya, Duren Sawit",Jakarta Timur
13460,"Malaka Sari, Duren Sawit",Jakarta Timur
13460,"Pondok Kopi, Duren Sawit",Jakarta Timur
13470,"Klender, Duren Sawit",Jakarta Timur
13510,"Kramat Jati, Kramat Jati",Jakarta Timur
13520,"Batuampar, Kramat Jati",Jakarta Timur
13530,"Balekambang, Kramat Jati",Jakarta Timur
13540,"Kampung Tengah, Kramat Jati",Jakarta Timur
13550,"Dukuh, Kramat Jati",Jakarta Timur
13560,"Pinang Ranti, Makasar",Jakarta Timur
13570,"Makasar, Makasar",Jakarta Timur
13610,"Halim Perdana Kusumah, Makasar",Jakarta Timur
13620,"Cipinang Melayu, Makasar",Jakarta Timur
13630,"Cawang, Kramat Jati",Jakarta Timur
13640,"Cililitan, Kramat Jati",Jakarta Timur
13650,"Kebon Pala, Makasar",Jakarta Timur
13710,"Pekayon, Pasar Rebo",Jakarta Timur
13720,"Cibubur, Ciracas",Jakarta Timur
13730,"Kelapa Dua Wetan, Ciracas",Jakarta Timur
13740,"Ciracas, Ciracas",Jakarta Timur
13750,"Susukan, Ciracas",Jakarta Timur
13760,"Gedong, Pasar Rebo",Jakarta Timur
13770,"Cijantung, Pasar Rebo",Jakarta Timur
13780,"Baru, Pasar Rebo",Jakarta Timur
13790,"Kalisari, Pasar Rebo",Jakarta Timur
13810,"Lubang Buaya, Cipayung",Jakarta Timur
13820,"Ceger, Cipayung",Jakarta Timur
13830,"Rambutan, Ciracas",Jakarta Timur
13840,"Cipayung, Cipayung",Jakarta Timur
13850,"Munjul, Cipayung",Jakarta Timur
13860,"Pondok Rangon, Cipayung",Jakarta Timur
13870,"Cilangkap, Cipayung",Jakarta Timur
13880,"Setu, Cipayung",Jakarta Timur
13890,"Bambu Apus, Cipayung",Jakarta Timur
13910,"Cakung Barat, Cakung",Jakarta Timur
13910,"Cakung Timur, Cakung",Jakarta Timur
13920,"Rawa Terate, Cakung",Jakarta Timur
13930,"Jatinegara, Cakung",Jakarta Timur
13940,"Penggilingan, Cakung",Jakarta Timur
13950,"Pulo Gebang, Cakung",Jakarta Timur
13960,"Ujung Menteng, Cakung",Jakarta Timur
14110,"Kali Baru, Cilincing",Jakarta Utara
14120,"Cilincing, Cilincing",Jakarta Utara
14130,"Semper Barat, Cilincing",Jakarta Utara
14130,"Semper Timur, Cilincing",Jakarta Utara
14140,"Rorotan, Cilincing",Jakarta Utara
14140,"Sukapura, Cilincing",Jakarta Utara
14150,"Marunda, Cilincing",Jakarta Utara
14210,"Koja (Utara  Selatan), Koja",Jakarta Utara
14230,"Rawa Badak Selatan, Koja",Jakarta Utara
14230,"Rawa Badak Utara, Koja",Jakarta Utara
14240,"Kelapa Gading Barat, Kelapa Gading",Jakarta Utara
14240,"Kelapa Gading Timur, Kelapa Gading",Jakarta Utara
14250,"Pegangsaan Dua, Kelapa Gading",Jakarta Utara
14260,"Tugu Selatan, Koja",Jakarta Utara
14260,"Tugu Utara, Koja",Jakarta Utara
14270,"Lagoa, Koja",Jakarta Utara
14310,"Tanjung Priok, Tanjung Priok",Jakarta Utara
14320,"Kebon Bawang, Tanjung Priok",Jakarta Utara
14330,"Sungai Bambu, Tanjung Priok",Jakarta Utara
14340,"Papanggo, Tanjung Priok",Jakarta Utara
14350,"Sunter Agung, Tanjung Priok",Jakarta Utara
14360,"Sunter Jaya, Tanjung Priok",Jakarta Utara
14370,"Warakas, Tanjung Priok",Jakarta Utara
14410,"Pademangan Timur, Pademangan",Jakarta Utara
14420,"Pademangan Barat, Pademangan",Jakarta Utara
14430,"Ancol, Pademangan",Jakarta Utara
14440,"Penjaringan, Penjaringan",Jakarta Utara
14450,"Pejagalan, Penjaringan",Jakarta Utara
14450,"Pluit, Penjaringan",Jakarta Utara
14460,"Kapuk Muara, Penjaringan",Jakarta Utara
14470,"Kamal Muara, Penjaringan",Jakarta Utara
14510,"Pulau Untung Jawa, Kepulauan Seribu Selatan",Kepulauan Seribu
14520,"Pulau Pari, Kepulauan Seribu Selatan",Kepulauan Seribu
14520,"Pulau Tidung, Kepulauan Seribu Selatan",Kepulauan Seribu
14530,"Pulau Panggang, Kepulauan Seribu Utara",Kepulauan Seribu
14540,"Pulau Harapan, Kepulauan Seribu Utara",Kepulauan Seribu
14540,"Pulau Kelapa, Kepulauan Seribu Utara",Kepulauan Seribu
15111,"Suka Asih, Tangerang",Tangerang
15111,"Sukarasa, Tangerang",Tangerang
15112,"Koang Jaya, Karawaci",Tangerang
15112,"Nambo Jaya, Karawaci",Tangerang
15112,"Pabuaran Tumpeng, Karawaci",Tangerang
15112,"Pasar Baru, Karawaci",Tangerang
15113,"Bugel, Karawaci",Tangerang
15113,"Gerendeng, Karawaci",Tangerang
15113,"Marga Sari, Karawaci",Tangerang
15113,"Suka Jadi, Karawaci",Tangerang
15114,"Cimone, Karawaci",Tangerang
15114,"Pabuaran, Karawaci",Tangerang
15114,"Sumur Pancing (Pacing), Karawaci",Tangerang
15115,"Bojong Jaya, Karawaci",Tangerang
15115,"Karawaci, Karawaci",Tangerang
15116,"Cimone Jaya, Karawaci",Tangerang
15116,"Karawaci Baru, Karawaci",Tangerang
15116,"Nusa Jaya, Karawaci",Tangerang
15117,"Cikokol, Tangerang",Tangerang
15117,"Kelapa Indah, Tangerang",Tangerang
15118,"Babakan, Tangerang",Tangerang
15118,"Sukasari, Tangerang",Tangerang
15119,"Buaran Indah, Tangerang",Tangerang
15119,"Tanah Tinggi, Tangerang",Tangerang
15121,"Batu Jaya, Batuceper",Tangerang
15121,"Batu Sari, Batuceper",Tangerang
15121,"Karang Anyar, Neglasari",Tangerang
15121,"Karang Sari, Neglasari",Tangerang
15122,"Batu Ceper, Batuceper",Tangerang
15122,"Kebon Besar, Batuceper",Tangerang
15122,"Poris Gaga, Batuceper",Tangerang
15122,"Poris Gaga Baru, Batuceper",Tangerang
15122,"Poris Jaya, Batuceper",Tangerang
15123,"Belendung, Benda",Tangerang
15124,"Jurumudi, Benda",Tangerang
15124,"Jurumudi Baru, Benda",Tangerang
15125,"Benda, Benda",Tangerang
15126,"Pajang, Benda",Tangerang
15127,"Selapajang Jaya, Neglasari",Tangerang
15128,"Kedaung Baru, Neglasari",Tangerang
15128,"Kedaung Wetan, Neglasari",Tangerang
15129,"Mekar Sari, Neglasari",Tangerang
15129,"Neglasari, Neglasari",Tangerang
15131,"Periuk, Periuk",Tangerang
15131,"Periuk Jaya, Periuk",Tangerang
15132,"Gebang Raya, Periuk",Tangerang
15132,"Sangiang Jaya, Periuk",Tangerang
15133,"Alam Jaya, Jatiuwung",Tangerang
15133,"Gembor, Periuk",Tangerang
15134,"Jatiuwung, Cibodas",Tangerang
15134,"Keroncong, Jatiuwung",Tangerang
15135,"Pasir Jaya, Jatiuwung",Tangerang
15136,"Jatake, Jatiuwung",Tangerang
15136,"Manis Jaya, Jatiuwung",Tangerang
15137,"Gandasari, Jatiuwung",Tangerang
15138,"Cibodas, Cibodas",Tangerang
15138,"Cibodas Baru, Cibodas",Tangerang
15138,"Cibodas Sari, Cibodas",Tangerang
15138,"Uwung Jaya, Cibodas",Tangerang
15139,"Panunggangan Barat, Cibodas",Tangerang
15141,"Poris Plawad, Cipondoh",Tangerang
15141,"Poris Plawad Indah, Cipondoh",Tangerang
15141,"Poris Plawad Utara, Cipondoh",Tangerang
15142,"Cipete, Pinang (Penang)",Tangerang
15142,"Pakojan, Pinang (Penang)",Tangerang
15143,"Panunggangan, Pinang (Penang)",Tangerang
15143,"Panunggangan Timur, Pinang (Penang)",Tangerang
15143,"Panunggangan Utara, Pinang (Penang)",Tangerang
15144,"Kunciran, Pinang (Penang)",Tangerang
15144,"Kunciran Indah, Pinang (Penang)",Tangerang
15144,"Kunciran Jaya, Pinang (Penang)",Tangerang
15145,"Nerogtog, Pinang (Penang)",Tangerang
15145,"Pinang, Pinang (Penang)",Tangerang
15145,"Sudimara Pinang, Pinang (Penang)",Tangerang
15146,"Gondrong, Cipondoh",Tangerang
15146,"Kenanga, Cipondoh",Tangerang
15147,"Ketapang, Cipondoh",Tangerang
15147,"Petir, Cipondoh",Tangerang
15148,"Cipondoh, Cipondoh",Tangerang
15148,"Cipondoh Indah, Cipondoh",Tangerang
15148,"Cipondoh Makmur, Cipondoh",Tangerang
15151,"Sudimara Barat, Ciledug",Tangerang
15151,"Sudimara Jaya, Ciledug",Tangerang
15151,"Sudimara Selatan, Ciledug",Tangerang
15151,"Sudimara Timur, Ciledug",Tangerang
15152,"Tajur, Ciledug",Tangerang
15153,"Paninggilan, Ciledug",Tangerang
15153,"Paninggilan Utara, Ciledug",Tangerang
15153,"Parung Serab, Ciledug",Tangerang
15154,"Gaga, Larangan",Tangerang
15154,"Larangan Indah, Larangan",Tangerang
15154,"Larangan Selatan, Larangan",Tangerang
15154,"Larangan Utara, Larangan",Tangerang
15155,"Cipadu, Larangan",Tangerang
15155,"Cipadu Jaya, Larangan",Tangerang
15156,"Kreo, Larangan",Tangerang
15156,"Kreo Selatan, Larangan",Tangerang
15157,"Karang Mulya, Karang Tengah",Tangerang
15157,"Karang Tengah, Karang Tengah",Tangerang
15157,"Karang Tengah, Pagedangan",Tangerang
15157,"Karang Timur, Karang Tengah",Tangerang
15158,"Pondok Pucung, Karang Tengah",Tangerang
15159,"Padurenan (Pedurenan), Karang Tengah",Tangerang
15159,"Parung Jaya, Karang Tengah",Tangerang
15159,"Pondok Bahar, Karang Tengah",Tangerang
15211,"Dadap, Kosambi",Tangerang
15211,"Jatimulya, Kosambi",Tangerang
15212,"Belimbing, Kosambi",Tangerang
15212,"Cengklong, Kosambi",Tangerang
15213,"Kosambi Barat, Kosambi",Tangerang
15213,"Kosambi Timur, Kosambi",Tangerang
15214,"Salembaran Jati, Kosambi",Tangerang
15214,"Salembaran Raya, Kosambi",Tangerang
15215,"Rawa Burung, Kosambi",Tangerang
15215,"Rawa Rengas, Kosambi",Tangerang
15220,"Pondok Jaya, Pondok Aren",Tangerang Selatan
15221,"Pondok Betung, Pondok Aren",Tangerang Selatan
15222,"Jurang Mangu Timur, Pondok Aren",Tangerang Selatan
15223,"Jurang Mangu Barat, Pondok Aren",Tangerang Selatan
15224,"Pondok Aren, Pondok Aren",Tangerang Selatan
15225,"Pondok Karya, Pondok Aren",Tangerang Selatan
15226,"Pondok Kacang Barat, Pondok Aren",Tangerang Selatan
15226,"Pondok Kacang Timur, Pondok Aren",Tangerang Selatan
15227,"Perigi Lama, Pondok Aren",Tangerang Selatan
15228,"Perigi Baru, Pondok Aren",Tangerang Selatan
15229,"Pondok Pucung, Pondok Aren",Tangerang Selatan
15310,"Buaran, Serpong",Tangerang Selatan
15310,"Ciater, Serpong",Tangerang Selatan
15310,"Cilenggang, Serpong",Tangerang Selatan
15310,"Rawa Mekar Jaya, Serpong",Tangerang Selatan
15311,"Serpong, Serpong",Tangerang Selatan
15312,"Kranggan, Setu",Tangerang Selatan
15313,"Kademangan, Setu",Tangerang Selatan
15314,"Muncul, Setu",Tangerang Selatan
15314,"Setu, Setu",Tangerang Selatan
15315,"Babakan, Setu",Tangerang Selatan
15315,"Bakti Jaya, Setu",Tangerang Selatan
15318,"Rawa Buntu, Serpong",Tangerang Selatan
15320,"Lengkong Karya, Serpong Utara",Tangerang Selatan
15320,"Pakualam, Serpong Utara",Tangerang Selatan
15321,"Lengkong Gudang, Serpong",Tangerang Selatan
15321,"Lengkong Gudang Timur, Serpong",Tangerang Selatan
15322,"Lengkong Wetan, Serpong",Tangerang Selatan
15323,"Jelupang, Serpong Utara",Tangerang Selatan
15324,"Paku Jaya, Serpong Utara",Tangerang Selatan
15325,"Pakulonan, Serpong Utara",Tangerang Selatan
15326,"Pondok Jagung, Serpong Utara",Tangerang Selatan
15326,"Pondok Jagung Timur, Serpong Utara",Tangerang Selatan
15330,"Jatake, Pagedangan",Tangerang
15330,"Malang Nengah, Pagedangan",Tangerang
15331,"Lengkong Kulon, Pagedangan",Tangerang
15332,"Cihuni, Pagedangan",Tangerang
15334,"Medang, Pagedangan",Tangerang
15335,"Cijantra, Pagedangan",Tangerang
15336,"Cicalengka, Pagedangan",Tangerang
15337,"Kadu Sirung, Pagedangan",Tangerang
15338,"Situ Gadung, Pagedangan",Tangerang
15339,"Pagedangan, Pagedangan",Tangerang
15340,"Mekarwangi, Cisauk",Tangerang
15341,"Cisauk, Cisauk",Tangerang
15342,"Dangdang, Cisauk",Tangerang
15343,"Suradita, Cisauk",Tangerang
15344,"Cibogo, Cisauk",Tangerang
15345,"Sampora, Cisauk",Tangerang
15411,"Cipayung, Ciputat",Tangerang Selatan
15411,"Ciputat, Ciputat",Tangerang Selatan
15412,"Cempaka Putih, Ciputat Timur",Tangerang Selatan
15412,"Pondok Ranji, Ciputat Timur",Tangerang Selatan
15412,"Rempoa, Ciputat Timur",Tangerang Selatan
15412,"Rengas, Ciputat Timur",Tangerang Selatan
15413,"Sawah Baru, Ciputat",Tangerang Selatan
15413,"Sawah Lama, Ciputat",Tangerang Selatan
15414,"Jombang, Ciputat",Tangerang Selatan
15414,"Sarua (Serua), Ciputat",Tangerang Selatan
15414,"Sarua Indah, Ciputat",Tangerang Selatan
15415,"Bambu Apus, Pamulang",Tangerang Selatan
15415,"Kedaung, Pamulang",Tangerang Selatan
15416,"Pondok Benda, Pamulang",Tangerang Selatan
15417,"Pamulang Barat, Pamulang",Tangerang Selatan
15417,"Pamulang Timur, Pamulang",Tangerang Selatan
15418,"Benda Baru, Pamulang",Tangerang Selatan
15418,"Pondok Cabe Ilir, Pamulang",Tangerang Selatan
15418,"Pondok Cabe Udik, Pamulang",Tangerang Selatan
15419,"Cireundeu, Ciputat Timur",Tangerang Selatan
15419,"Pisangan, Ciputat Timur",Tangerang Selatan
15510,"Babakan Asem, Teluknaga",Tangerang
15510,"Bojong Renged, Teluknaga",Tangerang
15510,"Kampung Besar, Teluknaga",Tangerang
15510,"Kampung Melayu Barat, Teluknaga",Tangerang
15510,"Kampung Melayu Timur, Teluknaga",Tangerang
15510,"Kebon Cau, Teluknaga",Tangerang
15510,"Lemo, Teluknaga",Tangerang
15510,"Muara, Teluknaga",Tangerang
15510,"Pangkalan, Teluknaga",Tangerang
15510,"Tanjung Burung, Teluknaga",Tangerang
15510,"Tanjung Pasir, Teluknaga",Tangerang
15510,"Tegal Angus, Teluknaga",Tangerang
15510,"Teluk Naga, Teluknaga",Tangerang
15520,"Gempol Sari, Sepatan Timur",Tangerang
15520,"Jati Mulya, Sepatan Timur",Tangerang
15520,"Kampung Kelor, Sepatan Timur",Tangerang
15520,"Karet, Sepatan",Tangerang
15520,"Kayu Agung, Sepatan",Tangerang
15520,"Kayu Bongkok, Sepatan",Tangerang
15520,"Kedaung Barat, Sepatan Timur",Tangerang
15520,"Lebak Wangi, Sepatan Timur",Tangerang
15520,"Mekar Jaya, Sepatan",Tangerang
15520,"Pisangan Jaya, Sepatan",Tangerang
15520,"Pondok Jaya, Sepatan",Tangerang
15520,"Pondok Kelor, Sepatan Timur",Tangerang
15520,"Sangiang, Sepatan Timur",Tangerang
15520,"Sarakan, Sepatan",Tangerang
15520,"Sepatan, Sepatan",Tangerang
15520,"Tanah Merah, Sepatan Timur",Tangerang
15530,"Banyu Asih, Mauk",Tangerang
15530,"Buaran Jati, Sukadiri",Tangerang
15530,"Gintung, Sukadiri",Tangerang
15530,"Gunung Sari, Mauk",Tangerang
15530,"Jati Waringin, Mauk",Tangerang
15530,"Karang Anyar, Kemiri",Tangerang
15530,"Karang Serang, Sukadiri",Tangerang
15530,"Kedung Dalem, Mauk",Tangerang
15530,"Kemiri, Kemiri",Tangerang
15530,"Ketapang, Mauk",Tangerang
15530,"Kjlebet (Kelebet), Kemiri",Tangerang
15530,"Kosambi, Sukadiri",Tangerang
15530,"Legok Sula Maju, Kemiri",Tangerang
15530,"Lontar, Kemiri",Tangerang
15530,"Marga Mulya, Mauk",Tangerang
15530,"Mauk Barat, Mauk",Tangerang
15530,"Mauk Timur, Mauk",Tangerang
15530,"Mekar Kondang, Sukadiri",Tangerang
15530,"Patra Manggala, Kemiri",Tangerang
15530,"Pekayon, Sukadiri",Tangerang
15530,"Ranca Labuh, Kemiri",Tangerang
15530,"Rawa Kidang, Sukadiri",Tangerang
15530,"Sasak, Mauk",Tangerang
15530,"Sukadiri, Sukadiri",Tangerang
15530,"Tanjung Anom, Mauk",Tangerang
15530,"Tegal Kunir Kidul, Mauk",Tangerang
15530,"Tegal Kunir Lor, Mauk",Tangerang
15540,"Badak Anom, Sindang Jaya",Tangerang
15540,"Daon, Rajeg",Tangerang
15540,"Jambu Karya, Rajeg",Tangerang
15540,"Lembang Sari, Rajeg",Tangerang
15540,"Mekarsari, Rajeg",Tangerang
15540,"Pangarengan, Rajeg",Tangerang
15540,"Rajeg, Rajeg",Tangerang
15540,"Rajegmulya, Rajeg",Tangerang
15540,"Ranca Bango, Rajeg",Tangerang
